signal,label,source,family,reliability,unit,month,fiscal_year,value,peer_value,n,latency
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-09,FY25,3.4947519562272102,3.979805281175876,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-10,FY25,3.649993814177725,3.956996606598162,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-11,FY25,3.4264099312785112,3.94579976008681,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2024-12,FY25,3.3634432886685115,3.9563481120374346,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2025-01,FY25,3.443771308045971,3.972275410839199,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2025-02,FY25,3.364290736826797,4.023593403835843,3120,0.2
tp_rating,Trustpilot rating,Trustpilot,User reviews,0.58,stars,2025-03,FY25,3.3965647843913027,4.0381451152344,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2022-10,FY23,0.038324519175359485,0.055944512736200394,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2022-11,FY23,0.045491565935793093,0.0497552513491913,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2022-12,FY23,0.044358749748757705,0.05214464574468771,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-01,FY23,0.05374467214371216,0.05071945757583397,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-02,FY23,0.050836103241778806,0.043757798183134695,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-03,FY23,0.0608033253004067,0.03943535257856888,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-04,FY24,0.06028781051154955,0.044522049775172434,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-05,FY24,0.05462557872846033,0.044673615995980714,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-06,FY24,0.06228994093283229,0.047036853046316565,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-07,FY24,0.06772898364504805,0.05259229655330885,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-08,FY24,0.07734128032535333,0.05028470410029173,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-09,FY24,0.06443535680503443,0.05254141909121847,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-10,FY24,0.07922256286496124,0.04202770137204571,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-11,FY24,0.07925026075615503,0.05503357441985846,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2023-12,FY24,0.06724297058811082,0.04456385045563409,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-01,FY24,0.07883602587533761,0.051970720632317426,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-02,FY24,0.09037827281548755,0.06022123263710827,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-03,FY24,0.09773081066992201,0.057611480318244965,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-04,FY25,0.10321552390211422,0.05663231236266477,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-05,FY25,0.09762998290455063,0.057323018155688424,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-06,FY25,0.10264328266170547,0.060488266511443955,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-07,FY25,0.11398769357868452,0.05428825216267814,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-08,FY25,0.10838258973997192,0.05955722522740932,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-09,FY25,0.1198569624922691,0.055692196352164,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-10,FY25,0.10891476476302078,0.0494956627388726,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-11,FY25,0.11113119462501382,0.05396632890447243,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2024-12,FY25,0.10705869406972467,0.05810277494520409,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2025-01,FY25,0.12045235792335837,0.051689609443658434,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2025-02,FY25,0.12398222625420155,0.04984100911644544,3120,0.2
price_cmp,Reviews mentioning price or billing,Trustpilot,User reviews,0.58,%,2025-03,FY25,0.13049482013065955,0.054492527096215285,3120,0.2
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2022-10,FY23,3.968076931402503,3.53145908525328,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2022-11,FY23,3.910408574211677,3.5684968180036445,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2022-12,FY23,3.8664124879101522,3.577477000649396,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-01,FY23,3.7870076581038172,3.548408101381816,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-02,FY23,3.848527766646371,3.5845789165000737,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-03,FY23,3.769883634609037,3.5227348051816083,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-04,FY24,3.834962848562925,3.534748666147137,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-05,FY24,3.7736905023830842,3.5669805418255156,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-06,FY24,3.6786261001853595,3.5484574952234125,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-07,FY24,3.6635699574340665,3.537699400354085,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-08,FY24,3.658480794250951,3.601969202377776,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-09,FY24,3.598251503028819,3.584513054993071,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-10,FY24,3.572906714243817,3.573089313651436,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-11,FY24,3.523626745168522,3.6580571664246664,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2023-12,FY24,3.5185526697885616,3.581892666123395,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-01,FY24,3.499303847153978,3.538225680904796,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-02,FY24,3.526353509648903,3.54080262601676,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-03,FY24,3.408711309224137,3.4743702893995554,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-04,FY25,3.4116843807942874,3.556676094122593,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-05,FY25,3.477473085820504,3.527979036100182,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-06,FY25,3.327693876306842,3.610547759399271,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-07,FY25,3.3892537113224175,3.535897145243491,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-08,FY25,3.2874331174748286,3.4899031656785615,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-09,FY25,3.329361956618507,3.556832282963028,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-10,FY25,3.1978469833517935,3.5186799328554237,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-11,FY25,3.159605110704778,3.511627419557995,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2024-12,FY25,3.1894495918718855,3.466614739802904,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2025-01,FY25,3.1574297760907872,3.582446882512208,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2025-02,FY25,3.128824848123606,3.5276747739564485,214,0.5
gd_rating,Glassdoor overall rating,Glassdoor,Employee reviews,0.55,stars,2025-03,FY25,3.1444321594092273,3.53055384915516,214,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2022-10,FY23,3.883997029385543,3.53145908525328,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2022-11,FY23,3.798611385069087,3.5684968180036445,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2022-12,FY23,3.766988291606149,3.577477000649396,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-01,FY23,3.693027618021884,3.548408101381816,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-02,FY23,3.6183762777780077,3.5845789165000737,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-03,FY23,3.646784837853567,3.5227348051816083,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-04,FY24,3.6496725480614662,3.534748666147137,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-05,FY24,3.5368076396139725,3.5669805418255156,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-06,FY24,3.4858916470890233,3.5484574952234125,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-07,FY24,3.4424997871621246,3.537699400354085,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-08,FY24,3.4342900338492193,3.601969202377776,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-09,FY24,3.3963795578941434,3.584513054993071,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-10,FY24,3.2833676306925494,3.573089313651436,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-11,FY24,3.25373667412897,3.6580571664246664,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2023-12,FY24,3.3291823549261554,3.581892666123395,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-01,FY24,3.1801477070112276,3.538225680904796,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-02,FY24,3.1276583863875196,3.54080262601676,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-03,FY24,3.061970400828005,3.4743702893995554,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-04,FY25,3.097877818927849,3.556676094122593,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-05,FY25,3.124082292887913,3.527979036100182,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-06,FY25,3.124389687856442,3.610547759399271,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-07,FY25,3.0192955873777914,3.535897145243491,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-08,FY25,2.9729023496592144,3.4899031656785615,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-09,FY25,2.8431474448643703,3.556832282963028,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-10,FY25,2.8808765740922992,3.5186799328554237,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-11,FY25,2.874873554578841,3.511627419557995,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2024-12,FY25,2.849959632602996,3.466614739802904,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2025-01,FY25,2.829901003454724,3.582446882512208,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2025-02,FY25,2.7017259472003214,3.5276747739564485,96,0.5
gd_clinical,Glassdoor clinical staff rating,Glassdoor,Employee reviews,0.55,stars,2025-03,FY25,2.699166569990368,3.53055384915516,96,0.5
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2022-10,FY23,65.33100262939574,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2022-11,FY23,78.18818625788437,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2022-12,FY23,71.87954889141872,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-01,FY23,75.83468613777212,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-02,FY23,84.08587581059425,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-03,FY23,83.9037301843339,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-04,FY24,70.49631077537794,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-05,FY24,78.52442043603718,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-06,FY24,99.07989759553685,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-07,FY24,82.07285670481178,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-08,FY24,74.49309200173286,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-09,FY24,98.0118221774408,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-10,FY24,108.2614067183746,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-11,FY24,103.81282681413313,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2023-12,FY24,105.74566215588848,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-01,FY24,118.96886494721059,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-02,FY24,110.24832292842626,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-03,FY24,120.61579851032542,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-04,FY25,103.14558747239722,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-05,FY25,131.61807958606857,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-06,FY25,146.4127652130793,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-07,FY25,137.7526831127367,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-08,FY25,124.0361668459584,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-09,FY25,137.40039705521733,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-10,FY25,135.24154012298462,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-11,FY25,144.6913612774151,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2024-12,FY25,114.01801001966216,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2025-01,FY25,142.33409265620173,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2025-02,FY25,158.39452198113025,,1180,0.2
vacancies,Open veterinary surgeon vacancies,Indeed,Labour market,0.68,postings,2025-03,FY25,157.75772226782576,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2022-10,FY23,37.13399995431048,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2022-11,FY23,34.64529670419047,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2022-12,FY23,34.822532799615054,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-01,FY23,36.000946601315405,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-02,FY23,41.62079575125883,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-03,FY23,40.41891450587884,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-04,FY24,42.20623172127544,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-05,FY24,43.52819123068379,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-06,FY24,42.142907983608765,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-07,FY24,42.58801238068457,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-08,FY24,48.47507579858107,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-09,FY24,47.11194233714139,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-10,FY24,48.33512096764249,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-11,FY24,49.83685696994376,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2023-12,FY24,48.919067912187444,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-01,FY24,55.14363324800983,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-02,FY24,54.03621879862533,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-03,FY24,54.23129862001519,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-04,FY25,53.70900632815108,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-05,FY25,58.556736382281706,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-06,FY25,61.10611837272174,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-07,FY25,60.97375819570463,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-08,FY25,64.60559325662372,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-09,FY25,61.39004924637744,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-10,FY25,61.817429693951645,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-11,FY25,66.95876968071971,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2024-12,FY25,67.68192075968123,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2025-01,FY25,67.80042033760343,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2025-02,FY25,64.90640328295085,,1180,0.2
time_to_fill,Median days to fill a vet role,Indeed,Labour market,0.68,days,2025-03,FY25,69.33164305559511,,1180,0.2
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2022-10,FY23,4.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2022-11,FY23,5.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2022-12,FY23,4.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-01,FY23,2.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-02,FY23,2.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-03,FY23,7.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-04,FY24,6.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-05,FY24,8.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-06,FY24,7.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-07,FY24,9.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-08,FY24,12.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-09,FY24,12.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-10,FY24,13.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-11,FY24,14.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2023-12,FY24,14.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-01,FY24,14.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-02,FY24,22.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-03,FY24,20.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-04,FY25,23.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-05,FY25,22.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-06,FY25,27.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-07,FY25,26.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-08,FY25,29.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-09,FY25,30.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-10,FY25,34.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-11,FY25,37.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2024-12,FY25,38.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2025-01,FY25,41.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2025-02,FY25,44.0,,61,0.5
cma_mentions,Transcripts citing CMA pricing review,AlphaSense,Expert network,0.7,per month,2025-03,FY25,45.0,,61,0.5
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2022-10,FY23,0.12649911335463332,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2022-11,FY23,0.22546290844288958,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2022-12,FY23,0.13581155053199973,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-01,FY23,0.1137590923164438,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-02,FY23,0.08499882934556387,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-03,FY23,0.08837103880747227,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-04,FY24,0.0315840189974881,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-05,FY24,-0.012201520370587658,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-06,FY24,0.07923109370876377,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-07,FY24,-0.07663638586490051,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-08,FY24,0.03900043844154584,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-09,FY24,-0.05675227898620838,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-10,FY24,-0.07335178959488349,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-11,FY24,-0.09387996181453297,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2023-12,FY24,-0.23407730917298097,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-01,FY24,-0.17396337114467847,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-02,FY24,-0.20757941222126758,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-03,FY24,-0.24747070519588985,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-04,FY25,-0.24043634216963808,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-05,FY25,-0.20908980906713992,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-06,FY25,-0.25244689429263156,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-07,FY25,-0.36011159993864705,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-08,FY25,-0.31770037590257194,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-09,FY25,-0.4035681129048295,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-10,FY25,-0.4550005375227971,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-11,FY25,-0.38715660165380883,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2024-12,FY25,-0.4276325826291853,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2025-01,FY25,-0.3803112169361632,,430,0.2
news_sent,"Media sentiment, net",Quid,Media,0.5,index,2025-02,FY25,-0.534016871593891,,430,0.2
