oa_id,town,x,y,population,mosaic,mosaic_name,urbanity,panel_devices,panel_rate_observed
OA00505,Ravensmoor,160.382760538964,32.304697313791834,428,L,Vintage Value,0.02,3,0.007009345794392523
OA00506,Netherby,86.92840442345955,28.494313908449254,1148,M,Modest Traditions,0.02,24,0.020905923344947737
OA00507,Netherby,94.81626668041679,24.666744599060472,802,L,Vintage Value,0.02,8,0.00997506234413965
OA00508,Marlcombe,193.36588761719898,155.42207548789827,1223,M,Modest Traditions,0.02,26,0.02125919869174162
OA00509,Ledbury Cross,51.020928134490866,167.98426939161982,484,M,Modest Traditions,0.02,8,0.01652892561983471
OA00510,Pentworth,147.54115971095206,12.099668880439003,892,C,Country Living,0.02,18,0.020179372197309416
OA00511,Elmsford,100.08613582513804,95.70994872755738,1277,M,Modest Traditions,0.02,26,0.020360219263899765
OA00512,Halewood,46.98592749215164,95.49026773066662,313,D,Rural Reality,0.02,5,0.01597444089456869
OA00513,Stanbury,213.99883193559774,103.45455879264216,380,M,Modest Traditions,0.02,8,0.021052631578947368
OA00514,Elmsford,66.50740592387749,96.39097415216249,544,M,Modest Traditions,0.02,11,0.02022058823529412
OA00515,Ledbury Cross,93.69587155298828,161.10680742791075,738,C,Country Living,0.02,9,0.012195121951219513
OA00516,Elmsford,83.912044926957,78.40066320824805,323,C,Country Living,0.02,14,0.043343653250773995
OA00517,Ashcombe,137.27649803268463,168.89603052351904,791,C,Country Living,0.02,16,0.020227560050568902
OA00518,Stanbury,163.8050263329707,110.47888113437251,1089,M,Modest Traditions,0.02,18,0.01652892561983471
OA00519,Stanbury,205.9175203087515,95.56727531140332,922,M,Modest Traditions,0.02,19,0.020607375271149676
OA00520,Netherby,45.181737578783476,11.119359563119058,443,C,Country Living,0.02,6,0.013544018058690745
OA00521,Cotterill,28.465382164103833,143.7656572817163,616,D,Rural Reality,0.02,12,0.01948051948051948
OA00522,Ashcombe,159.562199564172,150.52872498557554,502,D,Rural Reality,0.02,4,0.00796812749003984
OA00523,Oakmere,5.230757599901481,41.30159704484151,993,D,Rural Reality,0.02,19,0.019133937562940583
OA00524,Oakmere,42.38982901451676,74.92645190656512,520,D,Rural Reality,0.02,10,0.019230769230769232
OA00525,Marlcombe,176.3025151807626,168.17142880520808,266,C,Country Living,0.02,4,0.015037593984962405
OA00526,Quarrydale,138.19477562724137,114.02819284303916,1058,L,Vintage Value,0.02,11,0.010396975425330813
OA00527,Stanbury,207.22410712092235,61.38526565024693,934,C,Country Living,0.02,25,0.02676659528907923
OA00528,Cotterill,13.579177505383347,146.85241351241336,1061,D,Rural Reality,0.02,17,0.016022620169651274
OA00529,Halewood,49.644604557097225,123.61061261652529,1029,L,Vintage Value,0.02,8,0.007774538386783284
OA00530,Quarrydale,124.95093990961276,135.52040823053156,431,C,Country Living,0.02,4,0.009280742459396751
OA00531,Wrenfield,103.08729572153815,34.06077126640525,505,L,Vintage Value,0.02,5,0.009900990099009901
OA00532,Ledbury Cross,50.74417865995454,156.76875361627737,1154,M,Modest Traditions,0.02,27,0.02339688041594454
OA00533,Halewood,39.24336498392109,88.98003379064858,1333,L,Vintage Value,0.02,20,0.015003750937734433
OA00534,Ashcombe,152.67819950613287,146.66464337993852,392,M,Modest Traditions,0.02,7,0.017857142857142856
OA00535,Oakmere,44.31018960893389,49.48269158935351,820,C,Country Living,0.02,15,0.018292682926829267
OA00536,Pentworth,170.5360169623775,17.069585357463502,1089,M,Modest Traditions,0.02,22,0.020202020202020204
OA00537,Halewood,34.24138850333878,121.6589467889436,671,M,Modest Traditions,0.02,15,0.022354694485842028
OA00538,Oakmere,29.388262577543273,77.59968650156105,300,M,Modest Traditions,0.02,4,0.013333333333333334
OA00539,Cotterill,10.426151033469758,122.88684028370103,510,M,Modest Traditions,0.02,6,0.011764705882352941
OA00540,Oakmere,15.124052277755279,18.249405008608807,282,M,Modest Traditions,0.02,11,0.03900709219858156
OA00541,Ashcombe,138.77960038895867,148.29126921335708,1392,L,Vintage Value,0.02,23,0.016522988505747127
OA00542,Netherby,72.65939322084454,23.653978259647317,1367,L,Vintage Value,0.02,20,0.014630577907827359
OA00543,Netherby,78.97734355494909,48.72201191624705,1314,D,Rural Reality,0.02,19,0.01445966514459665
OA00544,Ravensmoor,157.41246806744772,44.252716690996174,260,D,Rural Reality,0.02,5,0.019230769230769232
OA00545,Wrenfield,141.25541810478745,63.949870969069806,572,C,Country Living,0.02,15,0.026223776223776224
OA00546,Oakmere,6.072135508598226,20.371025322933047,1145,D,Rural Reality,0.02,16,0.013973799126637555
OA00547,Oakmere,35.07875176994582,65.97381346478505,719,D,Rural Reality,0.02,19,0.02642559109874826
OA00548,Cotterill,22.979036274978256,143.05700449055846,570,D,Rural Reality,0.02,13,0.02280701754385965
OA00549,Ledbury Cross,100.3573854506625,169.93555453219767,1112,D,Rural Reality,0.02,14,0.012589928057553957
OA00550,Cotterill,39.04899613569087,148.18978054162295,397,D,Rural Reality,0.02,7,0.017632241813602016
OA00551,Stanbury,177.48975001430432,84.59435754907472,650,D,Rural Reality,0.02,6,0.009230769230769232
OA00552,Ledbury Cross,57.63177646608043,143.18884121543186,362,D,Rural Reality,0.02,2,0.0055248618784530384
OA00553,Netherby,62.53882510928406,27.13447515785235,654,D,Rural Reality,0.02,11,0.016819571865443424
OA00554,Cotterill,7.974016263627098,136.15181523801076,456,C,Country Living,0.02,6,0.013157894736842105
OA00555,Stanbury,174.82717306152867,104.28581145261624,777,C,Country Living,0.02,15,0.019305019305019305
OA00556,Marlcombe,194.50174038785747,171.4816889837748,1068,M,Modest Traditions,0.02,19,0.017790262172284643
OA00557,Oakmere,11.58341018460078,57.01023217908092,1243,D,Rural Reality,0.02,14,0.011263073209975865
OA00558,Quarrydale,115.53443921836215,120.59091025999528,1095,L,Vintage Value,0.02,11,0.01004566210045662
OA00559,Halewood,40.34242337500312,133.15130549030252,600,D,Rural Reality,0.02,8,0.013333333333333334
OA00560,Wrenfield,93.94067565573985,67.20919639520355,362,M,Modest Traditions,0.02,6,0.016574585635359115
OA00561,Marlcombe,184.26693842642814,166.25798172872783,318,M,Modest Traditions,0.02,7,0.0220125786163522
OA00562,Ledbury Cross,51.44865659723424,170.29771450060548,776,C,Country Living,0.02,10,0.01288659793814433
OA00563,Ravensmoor,194.96412758623165,62.50109151262705,502,D,Rural Reality,0.02,7,0.013944223107569721
OA00564,Halewood,45.139198664051925,124.17742947272018,622,M,Modest Traditions,0.02,16,0.02572347266881029
OA00565,Netherby,53.76313019270539,31.959602599787857,1359,D,Rural Reality,0.02,14,0.010301692420897719
OA00566,Ravensmoor,162.38631122756365,44.94498941081761,1298,C,Country Living,0.02,25,0.01926040061633282
OA00567,Ashcombe,117.27561886130873,165.27308913504586,479,C,Country Living,0.02,7,0.014613778705636743
OA00568,Oakmere,44.58175134300817,53.73111308356868,1011,C,Country Living,0.02,23,0.02274975272007913
OA00569,Stanbury,171.77225333300123,94.12907126110359,1234,C,Country Living,0.02,15,0.012155591572123177
OA00570,Ravensmoor,155.1876423112965,80.52350352274404,1008,L,Vintage Value,0.02,11,0.010912698412698412
OA00571,Elmsford,68.61360788611968,71.02917955895913,1073,L,Vintage Value,0.02,16,0.014911463187325256
OA00572,Cotterill,26.983038304698066,133.75763589531078,620,C,Country Living,0.02,9,0.014516129032258065
OA00573,Tarnbrook,95.23544572728026,129.8542826078754,307,L,Vintage Value,0.02,3,0.009771986970684038
OA00574,Halewood,34.141192389864344,113.55483503244483,329,D,Rural Reality,0.02,6,0.0182370820668693
OA00575,Netherby,72.66966199483643,5.675458848104622,808,M,Modest Traditions,0.02,17,0.02103960396039604
OA00576,Oakmere,36.739738185538705,33.83958000803054,1321,C,Country Living,0.02,19,0.014383043149129448
OA00577,Elmsford,96.40463247346322,92.10873729293542,244,M,Modest Traditions,0.02,5,0.020491803278688523
OA00578,Pentworth,112.70155181891062,32.11270324830981,840,D,Rural Reality,0.02,14,0.016666666666666666
OA00579,Ravensmoor,183.27248140723657,11.43683309125893,1279,M,Modest Traditions,0.02,33,0.02580140734949179
OA00580,Netherby,67.20295713730312,18.732346089586205,853,M,Modest Traditions,0.02,19,0.022274325908558032
OA00581,Oakmere,49.22310587955368,52.481582424272126,596,C,Country Living,0.02,9,0.015100671140939598
OA00582,Elmsford,95.8640565698886,95.18082301196623,549,C,Country Living,0.02,13,0.023679417122040074
OA00583,Oakmere,62.205689520119364,60.07348246093181,505,D,Rural Reality,0.02,6,0.011881188118811881
OA00584,Ledbury Cross,50.3842172391977,166.99625282765058,692,D,Rural Reality,0.02,9,0.01300578034682081
OA00585,Ashcombe,169.282599776272,170.25556891850513,1025,D,Rural Reality,0.02,19,0.018536585365853658
OA00586,Wrenfield,106.83486688570315,53.01116782541591,460,L,Vintage Value,0.02,7,0.015217391304347827
OA00587,Ledbury Cross,104.50526631813808,166.3256039006712,525,C,Country Living,0.02,12,0.022857142857142857
OA00588,Ledbury Cross,84.72007335406376,154.01555145664503,1128,C,Country Living,0.02,27,0.023936170212765957
OA00589,Ashcombe,165.2190076982952,123.54940848475447,859,D,Rural Reality,0.02,13,0.015133876600698487
OA00590,Ledbury Cross,69.74179270552574,164.75729212268482,1185,D,Rural Reality,0.02,27,0.02278481012658228
OA00591,Oakmere,32.07511308349015,79.07686862629559,348,L,Vintage Value,0.02,6,0.017241379310344827
OA00592,Oakmere,14.391141100245463,47.35132657644304,1165,M,Modest Traditions,0.02,28,0.0240343347639485
OA00593,Ashcombe,172.53103118307453,164.76432504242305,734,M,Modest Traditions,0.02,11,0.014986376021798364
OA00594,Wrenfield,134.16272593058105,58.819715557410625,263,M,Modest Traditions,0.02,4,0.015209125475285171
OA00595,Marlcombe,215.7972369596056,129.29195164986854,826,L,Vintage Value,0.02,5,0.006053268765133172
OA00596,Ledbury Cross,83.59087829611538,161.4071597274586,1093,D,Rural Reality,0.02,17,0.01555352241537054
OA00597,Ravensmoor,190.78221057091383,14.373359503255065,1378,L,Vintage Value,0.02,18,0.013062409288824383
OA00598,Oakmere,36.44991105537529,39.06295074324451,690,M,Modest Traditions,0.02,13,0.01884057971014493
