asset_id,cost_centre,division,site,asset_class,cost,nbv
FA000627,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,89591.42,25467.48
FA000628,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,85302.92,22408.37
FA000629,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,86479.12,45504.96
FA000630,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,65396.39,23024.18
FA000631,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,93636.83,67328.17
FA000632,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,66903.83,62382.55
FA000633,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,99359.19,74805.39
FA000634,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,85442.67,74159.7
FA000635,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,85294.81,68314.45
FA000636,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,86079.26,41863.89
FA000637,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,70949.23,27468.03
FA000638,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,95236.53,18619.29
FA000639,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,91830.88,93024.98
FA000640,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,73440.58,39206.66
FA000641,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,70204.29,29325.3
FA000642,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,97992.6,40074.98
FA000643,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,86765.13,90285.42
FA000644,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,88825.32,28273.94
FA000645,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,85770.65,24359.55
FA000646,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,66424.39,25402.17
FA000647,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,83396.54,59208.64
FA000648,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,73740.88,24196.01
FA000649,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,58793.92,24121.66
FA000650,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,68818.04,35567.97
FA000651,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,93933.03,29121.02
FA000652,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,90072.35,61735.06
FA000653,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,64413.3,125380.86
FA000654,ES-OPS,Electrical Systems,ES-OPS site,Motor vehicles,53700.08,14951.95
FA000655,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,56781.39,20481.58
FA000656,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,67964.82,47765.27
FA000657,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,94037.58,38606.91
FA000658,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,65345.93,27900.0
FA000659,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,69245.21,55387.87
FA000660,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,73189.06,43534.29
FA000661,ES-OPS,Electrical Systems,ES-OPS site,Motor vehicles,93106.93,18627.39
FA000662,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,76057.64,26401.1
FA000663,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,61699.02,34161.69
FA000664,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,79098.4,27236.76
FA000665,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,98137.47,22506.46
FA000666,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,92787.33,21149.61
FA000667,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,99184.8,48613.47
FA000668,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,69869.52,47448.75
FA000669,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,79420.3,39896.52
FA000670,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,72834.28,12899.7
FA000671,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,81035.85,33271.95
FA000672,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,62726.48,29513.99
FA000673,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,58044.01,40124.39
FA000674,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,78051.6,13558.69
FA000675,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,60635.76,40733.76
FA000676,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,54471.11,34466.06
FA000677,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,73231.56,17722.79
FA000678,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,67623.97,13613.8
FA000679,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,78106.05,43105.23
FA000680,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,84781.5,22726.33
FA000681,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,86561.94,52038.11
FA000682,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,76889.53,46828.82
FA000683,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,75364.89,55003.54
FA000684,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,88299.26,35745.95
FA000685,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,82823.73,31149.36
FA000686,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,92808.05,26871.09
FA000687,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,54558.06,38549.8
FA000688,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,83646.05,33675.03
FA000689,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,54148.37,89696.82
FA000690,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,55727.82,77185.7
FA000691,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,92306.8,58652.87
FA000692,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,55029.96,14339.72
FA000693,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,63941.92,38564.95
FA000694,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,86971.25,20863.89
FA000695,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,66806.13,21214.19
FA000696,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,71034.32,32452.87
FA000697,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,67122.21,26915.95
FA000698,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,75316.44,30863.82
FA000699,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,94856.65,89261.02
FA000700,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,61800.53,27498.89
FA000701,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,59920.74,34206.73
FA000702,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,68874.32,14141.6
FA000703,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,67625.32,38055.23
FA000704,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,90558.03,24591.51
FA000705,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,78927.59,28792.86
FA000706,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,67398.81,51530.35
FA000707,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,68002.21,29200.73
FA000708,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,97021.85,58219.9
FA000709,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,54396.26,57583.19
FA000710,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,77416.81,34066.89
FA000711,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,84144.9,21526.8
FA000712,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,92133.88,26902.96
FA000713,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,95936.8,40504.69
FA000714,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,94759.84,41016.07
FA000715,ES-OPS,Electrical Systems,ES-OPS site,Fixtures & fittings,94112.0,17311.38
FA000716,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,66054.95,77269.17
FA000717,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,91971.46,37821.25
FA000718,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,75868.89,16667.72
FA000719,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,95602.06,76155.63
FA000720,ES-OPS,Electrical Systems,ES-OPS site,Motor vehicles,91949.24,10125.69
FA000721,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,98729.54,42190.23
FA000722,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,92801.6,28386.98
FA000723,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,67803.54,30306.95
FA000724,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,75295.5,28668.82
FA000725,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,61468.35,46425.96
FA000726,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,66890.78,78159.26
FA000727,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,61287.05,35635.68
FA000728,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,67945.53,97751.81
FA000729,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,89024.84,25057.02
FA000730,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,79702.57,56637.47
FA000731,ES-OPS,Electrical Systems,ES-OPS site,Plant & machinery,54732.95,13883.07
FA000732,ES-OPS,Electrical Systems,ES-OPS site,IT equipment,71510.72,19745.52
FA000733,ES-OPS,Electrical Systems,ES-OPS site,Leasehold improvements,66559.74,22956.25
FA000734,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,90561.84,19892.73
FA000735,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,74533.41,15944.24
FA000736,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,67936.95,57356.26
FA000737,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,56131.44,30522.97
FA000738,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,95448.05,27051.54
FA000739,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,80313.74,24435.28
FA000740,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,72162.71,29349.46
FA000741,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,78428.4,16996.85
FA000742,ES-SALES,Electrical Systems,ES-SALES site,Fixtures & fittings,77270.85,47414.83
FA000743,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,61797.1,31845.56
FA000744,ES-SALES,Electrical Systems,ES-SALES site,Motor vehicles,66164.53,89278.55
FA000745,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,65967.69,38683.19
FA000746,ES-SALES,Electrical Systems,ES-SALES site,Motor vehicles,56392.42,55176.19
FA000747,ES-SALES,Electrical Systems,ES-SALES site,Fixtures & fittings,89064.54,50525.58
FA000748,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,69988.27,35239.23
FA000749,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,62565.69,31601.51
FA000750,ES-SALES,Electrical Systems,ES-SALES site,Fixtures & fittings,72648.53,21162.36
FA000751,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,56963.89,66474.89
FA000752,ES-SALES,Electrical Systems,ES-SALES site,Motor vehicles,95270.99,38864.94
FA000753,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,76356.96,69251.69
FA000754,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,91250.73,40181.83
FA000755,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,89526.59,30631.03
FA000756,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,91560.15,34152.3
FA000757,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,57975.38,16340.2
FA000758,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,74755.7,22246.76
FA000759,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,92860.09,43303.1
FA000760,ES-SALES,Electrical Systems,ES-SALES site,Fixtures & fittings,70086.45,52269.25
FA000761,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,60595.26,26877.96
FA000762,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,96532.2,67700.21
FA000763,ES-SALES,Electrical Systems,ES-SALES site,Fixtures & fittings,55164.64,22040.5
FA000764,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,99541.54,68056.96
FA000765,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,86640.2,28141.29
FA000766,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,74262.04,25568.43
FA000767,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,59466.78,80125.23
FA000768,ES-SALES,Electrical Systems,ES-SALES site,IT equipment,70884.66,47800.02
FA000769,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,55802.49,32159.97
FA000770,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,65502.6,16683.62
FA000771,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,78726.15,54659.76
FA000772,ES-SALES,Electrical Systems,ES-SALES site,Leasehold improvements,60917.2,33186.77
FA000773,ES-SALES,Electrical Systems,ES-SALES site,Motor vehicles,82902.95,32313.25
FA000774,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,92236.59,49400.04
FA000775,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,58747.8,96475.73
FA000776,ES-SALES,Electrical Systems,ES-SALES site,Plant & machinery,82133.08,40824.77
FA000777,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,62102.54,53611.36
FA000778,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,75860.73,29102.15
FA000779,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,60095.91,32292.11
FA000780,ES-ENG,Electrical Systems,ES-ENG site,Motor vehicles,63583.78,79089.88
FA000781,ES-ENG,Electrical Systems,ES-ENG site,Leasehold improvements,58707.12,15640.55
FA000782,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,81073.47,33504.82
FA000783,ES-ENG,Electrical Systems,ES-ENG site,IT equipment,72628.37,44021.51
FA000784,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,100392.87,43219.65
FA000785,ES-ENG,Electrical Systems,ES-ENG site,Motor vehicles,72056.01,15598.17
FA000786,ES-ENG,Electrical Systems,ES-ENG site,IT equipment,56266.88,28371.99
FA000787,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,90883.82,51394.34
FA000788,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,101324.65,70010.19
FA000789,ES-ENG,Electrical Systems,ES-ENG site,Plant & machinery,80847.13,30273.38
FA000790,SH-IT,,Shared site,Plant & machinery,82859.46,24170.04
FA000791,SH-IT,,Shared site,Leasehold improvements,61027.94,57996.93
FA000792,SH-IT,,Shared site,IT equipment,79889.97,36991.61
FA000793,SH-IT,,Shared site,Plant & machinery,101932.26,38381.37
FA000794,SH-IT,,Shared site,Motor vehicles,99559.89,30728.65
FA000795,SH-IT,,Shared site,Plant & machinery,97295.54,18339.68
FA000796,SH-HR,,Shared site,Plant & machinery,84912.43,37100.58
FA000797,SH-HR,,Shared site,Plant & machinery,70038.13,16776.23
FA000798,SH-HR,,Shared site,Plant & machinery,77542.49,32000.21
FA000799,SH-HR,,Shared site,Leasehold improvements,80732.74,37523.54
FA000800,SH-HR,,Shared site,Motor vehicles,66844.47,54280.73
FA000801,SH-HR,,Shared site,Leasehold improvements,68730.3,39821.22
FA000802,SH-HR,,Shared site,IT equipment,106214.99,11268.21
FA000803,SH-FIN,,Shared site,Leasehold improvements,71224.45,44016.37
FA000804,SH-FIN,,Shared site,IT equipment,86401.46,26637.3
FA000805,SH-FIN,,Shared site,Plant & machinery,89617.43,26156.39
FA000806,SH-FIN,,Shared site,Fixtures & fittings,58084.2,44029.42
FA000807,SH-FIN,,Shared site,Plant & machinery,77737.05,18799.48
FA000808,SH-FIN,,Shared site,Leasehold improvements,77516.53,39112.52
FA000809,SH-FIN,,Shared site,Plant & machinery,58431.36,30165.04
FA000810,SH-FAC,,Shared site,Plant & machinery,72503.84,23504.85
FA000811,SH-FAC,,Shared site,Plant & machinery,68035.85,21091.47
FA000812,SH-FAC,,Shared site,Fixtures & fittings,68507.97,8391.0
FA000813,SH-FAC,,Shared site,IT equipment,90689.13,47930.04
FA000814,SH-FAC,,Shared site,Plant & machinery,95337.32,26542.83
FA000815,SH-FAC,,Shared site,Leasehold improvements,63480.9,17356.86
FA000816,SH-FAC,,Shared site,Plant & machinery,59456.86,24778.67
FA000817,SH-FAC,,Shared site,Motor vehicles,90024.45,21892.87
FA000818,SH-FAC,,Shared site,Leasehold improvements,75724.88,40827.71
FA000819,SH-FAC,,Shared site,Plant & machinery,78386.43,25466.6
FA000820,SH-FAC,,Shared site,Plant & machinery,97632.02,39224.95
FA000821,SH-FAC,,Shared site,Fixtures & fittings,94536.64,73532.13
FA000822,SH-PROC,,Shared site,Plant & machinery,64763.75,27535.7
FA000823,SH-PROC,,Shared site,Plant & machinery,97994.01,56595.05
FA000824,SH-PROC,,Shared site,IT equipment,107450.93,52849.33
FA000825,SH-PROC,,Shared site,IT equipment,82228.27,24369.83
FA000826,CO-EXEC,,Shared site,IT equipment,61503.69,22514.26
FA000827,CO-EXEC,,Shared site,Leasehold improvements,73752.8,28354.68
FA000828,CO-EXEC,,Shared site,Plant & machinery,71693.15,69884.72
FA000829,CO-EXEC,,Shared site,Fixtures & fittings,67660.23,27422.7
FA000830,CO-EXEC,,Shared site,Plant & machinery,96939.04,25921.88
FA000831,CO-LEGAL,,Shared site,Leasehold improvements,49951.13,30217.39
FA000832,CO-LEGAL,,Shared site,Plant & machinery,57848.18,35875.53
FA000833,CO-LEGAL,,Shared site,Plant & machinery,70862.68,26965.42
FA000834,CO-TREAS,,Shared site,Fixtures & fittings,51048.32,18284.44
FA000835,CO-TREAS,,Shared site,IT equipment,31895.06,43295.13
FA000836,CO-TREAS,,Shared site,Plant & machinery,54762.09,20409.5
FA000837,CO-IR,,Shared site,Plant & machinery,32599.98,16158.02
FA000838,CO-IR,,Shared site,Plant & machinery,23471.03,11374.21
FA000839,CO-IR,,Shared site,IT equipment,28071.93,24483.36
